"id","data_type","data_wizard","parameter_name","prompt_label","report_id","services","short_name"
387,"string","drop_down","scheduleType",NULL,"25KVBPIAOH",NULL,NULL
388,"string","drop_down","assetId",NULL,"25KVBPIAOH",NULL,NULL
389,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVBPIAOH",NULL,NULL
390,"string","drop_down","zone",NULL,"132KVDPIHY",NULL,NULL
391,"string","drop_down","division",NULL,"132KVDPIHY",NULL,NULL
392,"string","drop_down","subDivision",NULL,"132KVDPIHY",NULL,NULL
393,"string","drop_down","depot",NULL,"132KVDPIHY",NULL,NULL
394,"string","drop_down","assetType",NULL,"132KVDPIHY",NULL,NULL
395,"string","drop_down","scheduleType",NULL,"132KVDPIHY",NULL,NULL
396,"string","drop_down","assetId",NULL,"132KVDPIHY",NULL,NULL
397,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVDPIHY",NULL,NULL
398,"string","drop_down","zone",NULL,"132KVDPIAOH",NULL,NULL
399,"string","drop_down","division",NULL,"132KVDPIAOH",NULL,NULL
400,"string","drop_down","subDivision",NULL,"132KVDPIAOH",NULL,NULL
401,"string","drop_down","depot",NULL,"132KVDPIAOH",NULL,NULL
402,"string","drop_down","assetType",NULL,"132KVDPIAOH",NULL,NULL
403,"string","drop_down","scheduleType",NULL,"132KVDPIAOH",NULL,NULL
404,"string","drop_down","assetId",NULL,"132KVDPIAOH",NULL,NULL
405,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVDPIAOH",NULL,NULL
406,"string","drop_down","zone",NULL,"110KVDPIHY",NULL,NULL
407,"string","drop_down","division",NULL,"110KVDPIHY",NULL,NULL
408,"string","drop_down","subDivision",NULL,"110KVDPIHY",NULL,NULL
409,"string","drop_down","depot",NULL,"110KVDPIHY",NULL,NULL
410,"string","drop_down","assetType",NULL,"110KVDPIHY",NULL,NULL
411,"string","drop_down","scheduleType",NULL,"110KVDPIHY",NULL,NULL
412,"string","drop_down","assetId",NULL,"110KVDPIHY",NULL,NULL
413,"timestamp with time zone","drop_down","scheduleDate",NULL,"110KVDPIHY",NULL,NULL
414,"string","drop_down","make",NULL,"110KVDPIHY",NULL,NULL
415,"string","drop_down","model",NULL,"111KVDPIHY",NULL,NULL
416,"string","drop_down","zone",NULL,"110KVDPIAOH",NULL,NULL
417,"string","drop_down","division",NULL,"110KVDPIAOH",NULL,NULL
418,"string","drop_down","subDivision",NULL,"110KVDPIAOH",NULL,NULL
419,"string","drop_down","depot",NULL,"110KVDPIAOH",NULL,NULL
420,"string","drop_down","assetType",NULL,"110KVDPIAOH",NULL,NULL
421,"string","drop_down","scheduleType",NULL,"110KVDPIAOH",NULL,NULL
422,"string","drop_down","assetId",NULL,"110KVDPIAOH",NULL,NULL
423,"timestamp with time zone","drop_down","scheduleDate",NULL,"110KVDPIAOH",NULL,NULL
424,"string","drop_down","zone",NULL,"220KVDPIHY",NULL,NULL
425,"string","drop_down","division",NULL,"220KVDPIHY",NULL,NULL
426,"string","drop_down","subDivision",NULL,"220KVDPIHY",NULL,NULL
427,"string","drop_down","depot",NULL,"220KVDPIHY",NULL,NULL
428,"string","drop_down","assetType",NULL,"220KVDPIHY",NULL,NULL
429,"string","drop_down","scheduleType",NULL,"220KVDPIHY",NULL,NULL
430,"string","drop_down","assetId",NULL,"220KVDPIHY",NULL,NULL
431,"timestamp with time zone","drop_down","scheduleDate",NULL,"220KVDPIHY",NULL,NULL
432,"string","drop_down","zone",NULL,"220KVDPIAOH",NULL,NULL
433,"string","drop_down","division",NULL,"220KVDPIAOH",NULL,NULL
434,"string","drop_down","subDivision",NULL,"220KVDPIAOH",NULL,NULL
435,"string","drop_down","depot",NULL,"220KVDPIAOH",NULL,NULL
436,"string","drop_down","assetType",NULL,"220KVDPIAOH",NULL,NULL
437,"string","drop_down","scheduleType",NULL,"220KVDPIAOH",NULL,NULL
438,"string","drop_down","assetId",NULL,"220KVDPIAOH",NULL,NULL
439,"timestamp with time zone","drop_down","scheduleDate",NULL,"220KVDPIAOH",NULL,NULL
440,"string","drop_down","zone",NULL,"25KVCTHY",NULL,NULL
441,"string","drop_down","division",NULL,"25KVCTHY",NULL,NULL
442,"string","drop_down","subDivision",NULL,"25KVCTHY",NULL,NULL
443,"string","drop_down","depot",NULL,"25KVCTHY",NULL,NULL
444,"string","drop_down","assetType",NULL,"25KVCTHY",NULL,NULL
445,"string","drop_down","scheduleType",NULL,"25KVCTHY",NULL,NULL
446,"string","drop_down","assetId",NULL,"25KVCTHY",NULL,NULL
447,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVCTHY",NULL,NULL
448,"string","drop_down","zone",NULL,"25KVCTAOH",NULL,NULL
449,"string","drop_down","division",NULL,"25KVCTAOH",NULL,NULL
450,"string","drop_down","subDivision",NULL,"25KVCTAOH",NULL,NULL
451,"string","drop_down","depot",NULL,"25KVCTAOH",NULL,NULL
452,"string","drop_down","assetType",NULL,"25KVCTAOH",NULL,NULL
453,"string","drop_down","scheduleType",NULL,"25KVCTAOH",NULL,NULL
454,"string","drop_down","assetId",NULL,"25KVCTAOH",NULL,NULL
455,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVCTAOH",NULL,NULL
456,"string","drop_down","zone",NULL,"42KVLAHY",NULL,NULL
457,"string","drop_down","division",NULL,"42KVLAHY",NULL,NULL
458,"string","drop_down","subDivision",NULL,"42KVLAHY",NULL,NULL
459,"string","drop_down","depot",NULL,"42KVLAHY",NULL,NULL
460,"string","drop_down","assetType",NULL,"42KVLAHY",NULL,NULL
461,"string","drop_down","scheduleType",NULL,"42KVLAHY",NULL,NULL
462,"string","drop_down","assetId",NULL,"42KVLAHY",NULL,NULL
463,"timestamp with time zone","drop_down","scheduleDate",NULL,"42KVLAHY",NULL,NULL
464,"string","drop_down","zone",NULL,"42KVLAAOH",NULL,NULL
465,"string","drop_down","division",NULL,"42KVLAAOH",NULL,NULL
466,"string","drop_down","subDivision",NULL,"42KVLAAOH",NULL,NULL
467,"string","drop_down","depot",NULL,"42KVLAAOH",NULL,NULL
468,"string","drop_down","assetType",NULL,"42KVLAAOH",NULL,NULL
469,"string","drop_down","scheduleType",NULL,"42KVLAAOH",NULL,NULL
470,"string","drop_down","assetId",NULL,"42KVLAAOH",NULL,NULL
471,"timestamp with time zone","drop_down","scheduleDate",NULL,"42KVLAAOH",NULL,NULL
472,"string","drop_down","zone",NULL,"120KVLAHY",NULL,NULL
473,"string","drop_down","division",NULL,"120KVLAHY",NULL,NULL
474,"string","drop_down","subDivision",NULL,"120KVLAHY",NULL,NULL
475,"string","drop_down","depot",NULL,"120KVLAHY",NULL,NULL
476,"string","drop_down","assetType",NULL,"120KVLAHY",NULL,NULL
477,"string","drop_down","scheduleType",NULL,"120KVLAHY",NULL,NULL
478,"string","drop_down","assetId",NULL,"120KVLAHY",NULL,NULL
479,"timestamp with time zone","drop_down","scheduleDate",NULL,"120KVLAHY",NULL,NULL
480,"string","drop_down","zone",NULL,"120KVLAAOH",NULL,NULL
481,"string","drop_down","division",NULL,"120KVLAAOH",NULL,NULL
482,"string","drop_down","subDivision",NULL,"120KVLAAOH",NULL,NULL
483,"string","drop_down","depot",NULL,"120KVLAAOH",NULL,NULL
484,"string","drop_down","assetType",NULL,"120KVLAAOH",NULL,NULL
485,"string","drop_down","scheduleType",NULL,"120KVLAAOH",NULL,NULL
486,"string","drop_down","assetId",NULL,"120KVLAAOH",NULL,NULL
487,"timestamp with time zone","drop_down","scheduleDate",NULL,"120KVLAAOH",NULL,NULL
488,"string","drop_down","zone",NULL,"198KVLAHY",NULL,NULL
489,"string","drop_down","division",NULL,"198KVLAHY",NULL,NULL
490,"string","drop_down","subDivision",NULL,"198KVLAHY",NULL,NULL
491,"string","drop_down","depot",NULL,"198KVLAHY",NULL,NULL
492,"string","drop_down","assetType",NULL,"198KVLAHY",NULL,NULL
493,"string","drop_down","scheduleType",NULL,"198KVLAHY",NULL,NULL
494,"string","drop_down","assetId",NULL,"198KVLAHY",NULL,NULL
495,"timestamp with time zone","drop_down","scheduleDate",NULL,"198KVLAHY",NULL,NULL
496,"string","drop_down","zone",NULL,"198KVLAAOH",NULL,NULL
497,"string","drop_down","division",NULL,"198KVLAAOH",NULL,NULL
498,"string","drop_down","subDivision",NULL,"198KVLAAOH",NULL,NULL
499,"string","drop_down","depot",NULL,"198KVLAAOH",NULL,NULL
500,"string","drop_down","assetType",NULL,"198KVLAAOH",NULL,NULL
501,"string","drop_down","scheduleType",NULL,"198KVLAAOH",NULL,NULL
502,"string","drop_down","assetId",NULL,"198KVLAAOH",NULL,NULL
503,"timestamp with time zone","drop_down","scheduleDate",NULL,"198KVLAAOH",NULL,NULL
504,"string","drop_down","zone",NULL,"POWERTRAFORMERMON",NULL,NULL
505,"string","drop_down","division",NULL,"POWERTRAFORMERMON",NULL,NULL
506,"string","drop_down","subDivision",NULL,"POWERTRAFORMERMON",NULL,NULL
507,"string","drop_down","depot",NULL,"POWERTRAFORMERMON",NULL,NULL
508,"string","drop_down","assetType",NULL,"POWERTRAFORMERMON",NULL,NULL
509,"string","drop_down","scheduleType",NULL,"POWERTRAFORMERMON",NULL,NULL
510,"string","drop_down","assetId",NULL,"POWERTRAFORMERMON",NULL,NULL
511,"timestamp with time zone","drop_down","scheduleDate",NULL,"POWERTRAFORMERMON",NULL,NULL
512,"string","drop_down","zone",NULL,"POWERTRANSFORMERHY",NULL,NULL
513,"string","drop_down","division",NULL,"POWERTRANSFORMERHY",NULL,NULL
514,"string","drop_down","subDivision",NULL,"POWERTRANSFORMERHY",NULL,NULL
515,"string","drop_down","depot",NULL,"POWERTRANSFORMERHY",NULL,NULL
516,"string","drop_down","assetType",NULL,"POWERTRANSFORMERHY",NULL,NULL
517,"string","drop_down","scheduleType",NULL,"POWERTRANSFORMERHY",NULL,NULL
518,"string","drop_down","assetId",NULL,"POWERTRANSFORMERHY",NULL,NULL
519,"timestamp with time zone","drop_down","scheduleDate",NULL,"POWERTRANSFORMERHY",NULL,NULL
520,"string","drop_down","zone",NULL,"25KVPTTYPE-IHY",NULL,NULL
521,"string","drop_down","division",NULL,"25KVPTTYPE-IHY",NULL,NULL
522,"string","drop_down","subDivision",NULL,"25KVPTTYPE-IHY",NULL,NULL
523,"string","drop_down","depot",NULL,"25KVPTTYPE-IHY",NULL,NULL
524,"string","drop_down","assetType",NULL,"25KVPTTYPE-IHY",NULL,NULL
525,"string","drop_down","scheduleType",NULL,"25KVPTTYPE-IHY",NULL,NULL
526,"string","drop_down","assetId",NULL,"25KVPTTYPE-IHY",NULL,NULL
527,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVPTTYPE-IHY",NULL,NULL
528,"string","drop_down","zone",NULL,"25KVPTTYPE-IAOH",NULL,NULL
529,"string","drop_down","division",NULL,"25KVPTTYPE-IAOH",NULL,NULL
530,"string","drop_down","subDivision",NULL,"25KVPTTYPE-IAOH",NULL,NULL
531,"string","drop_down","depot",NULL,"25KVPTTYPE-IAOH",NULL,NULL
532,"string","drop_down","assetType",NULL,"25KVPTTYPE-IAOH",NULL,NULL
533,"string","drop_down","scheduleType",NULL,"25KVPTTYPE-IAOH",NULL,NULL
534,"string","drop_down","assetId",NULL,"25KVPTTYPE-IAOH",NULL,NULL
535,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVPTTYPE-IAOH",NULL,NULL
536,"string","drop_down","zone",NULL,"25KVPTTYPE-IIHY",NULL,NULL
537,"string","drop_down","division",NULL,"25KVPTTYPE-IIHY",NULL,NULL
538,"string","drop_down","subDivision",NULL,"25KVPTTYPE-IIHY",NULL,NULL
539,"string","drop_down","depot",NULL,"25KVPTTYPE-IIHY",NULL,NULL
540,"string","drop_down","assetType",NULL,"25KVPTTYPE-IIHY",NULL,NULL
541,"string","drop_down","scheduleType",NULL,"25KVPTTYPE-IIHY",NULL,NULL
542,"string","drop_down","assetId",NULL,"25KVPTTYPE-IIHY",NULL,NULL
543,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVPTTYPE-IIHY",NULL,NULL
544,"string","drop_down","zone",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
545,"string","drop_down","division",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
546,"string","drop_down","subDivision",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
547,"string","drop_down","depot",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
548,"string","drop_down","assetType",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
549,"string","drop_down","scheduleType",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
550,"string","drop_down","assetId",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
551,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVPTTYPE-IIAOH",NULL,NULL
552,"string","drop_down","zone",NULL,"25KVATHY",NULL,NULL
553,"string","drop_down","division",NULL,"25KVATHY",NULL,NULL
554,"string","drop_down","subDivision",NULL,"25KVATHY",NULL,NULL
556,"string","drop_down","assetType",NULL,"25KVATHY",NULL,NULL
557,"string","drop_down","scheduleType",NULL,"25KVATHY",NULL,NULL
558,"string","drop_down","assetId",NULL,"25KVATHY",NULL,NULL
559,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVATHY",NULL,NULL
560,"string","drop_down","zone",NULL,"25KVATAOH",NULL,NULL
561,"string","drop_down","division",NULL,"25KVATAOH",NULL,NULL
562,"string","drop_down","subDivision",NULL,"25KVATAOH",NULL,NULL
563,"string","drop_down","depot",NULL,"25KVATAOH",NULL,NULL
564,"string","drop_down","assetType",NULL,"25KVATAOH",NULL,NULL
565,"string","drop_down","scheduleType",NULL,"25KVATAOH",NULL,NULL
566,"string","drop_down","assetId",NULL,"25KVATAOH",NULL,NULL
555,"string","drop_down","depot",NULL,"25KVATHY",NULL,NULL
567,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVATAOH",NULL,NULL
568,"string","drop_down","zone",NULL,"25KVCAPBANKQTR",NULL,NULL
569,"string","drop_down","division",NULL,"25KVCAPBANKQTR",NULL,NULL
570,"string","drop_down","subDivision",NULL,"25KVCAPBANKQTR",NULL,NULL
571,"string","drop_down","depot",NULL,"25KVCAPBANKQTR",NULL,NULL
572,"string","drop_down","assetType",NULL,"25KVCAPBANKQTR",NULL,NULL
573,"string","drop_down","scheduleType",NULL,"25KVCAPBANKQTR",NULL,NULL
574,"string","drop_down","assetId",NULL,"25KVCAPBANKQTR",NULL,NULL
575,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVCAPBANKQTR",NULL,NULL
576,"string","drop_down","zone",NULL,"25KVCAPBANKHY",NULL,NULL
577,"string","drop_down","division",NULL,"25KVCAPBANKHY",NULL,NULL
578,"string","drop_down","subDivision",NULL,"25KVCAPBANKHY",NULL,NULL
579,"string","drop_down","depot",NULL,"25KVCAPBANKHY",NULL,NULL
580,"string","drop_down","assetType",NULL,"25KVCAPBANKHY",NULL,NULL
581,"string","drop_down","scheduleType",NULL,"25KVCAPBANKHY",NULL,NULL
582,"string","drop_down","assetId",NULL,"25KVCAPBANKHY",NULL,NULL
583,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVCAPBANKHY",NULL,NULL
584,"string","drop_down","zone",NULL,"25KVCAPBANKAOH",NULL,NULL
585,"string","drop_down","division",NULL,"25KVCAPBANKAOH",NULL,NULL
586,"string","drop_down","subDivision",NULL,"25KVCAPBANKAOH",NULL,NULL
587,"string","drop_down","depot",NULL,"25KVCAPBANKAOH",NULL,NULL
588,"string","drop_down","assetType",NULL,"25KVCAPBANKAOH",NULL,NULL
589,"string","drop_down","scheduleType",NULL,"25KVCAPBANKAOH",NULL,NULL
590,"string","drop_down","assetId",NULL,"25KVCAPBANKAOH",NULL,NULL
591,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVCAPBANKAOH",NULL,NULL
592,"string","drop_down","zone",NULL,"25KVSERIREACTORHY",NULL,NULL
593,"string","drop_down","division",NULL,"25KVSERIREACTORHY",NULL,NULL
594,"string","drop_down","subDivision",NULL,"25KVSERIREACTORHY",NULL,NULL
595,"string","drop_down","depot",NULL,"25KVSERIREACTORHY",NULL,NULL
596,"string","drop_down","assetType",NULL,"25KVSERIREACTORHY",NULL,NULL
597,"string","drop_down","scheduleType",NULL,"25KVSERIREACTORHY",NULL,NULL
598,"string","drop_down","assetId",NULL,"25KVSERIREACTORHY",NULL,NULL
599,"timestamp with time zone","drop_down","scheduleDate",NULL,"25KVSERIREACTORHY",NULL,NULL
600,"string","drop_down","zone",NULL,"25KVSERIREACTORAOH",NULL,NULL
601,"string","drop_down","division",NULL,"25KVSERIREACTORAOH",NULL,NULL
602,"string","drop_down","subDivision",NULL,"25KVSERIREACTORAOH",NULL,NULL
603,"string","drop_down","depot",NULL,"25KVSERIREACTORAOH",NULL,NULL
604,"string","drop_down","assetType",NULL,"25KVSERIREACTORAOH",NULL,NULL
605,"string","drop_down","scheduleType",NULL,"25KVSERIREACTORAOH",NULL,NULL
606,"string","date_wizard","assetId",NULL,"25KVSERIREACTORAOH",NULL,NULL
607,"timestamp with time zone","date_wizard","scheduleDate",NULL,"25KVSERIREACTORAOH",NULL,NULL
608,"string","drop_down","zone",NULL,"C&RPANELMON",NULL,NULL
609,"string","drop_down","division",NULL,"C&RPANELMON",NULL,NULL
610,"string","drop_down","subDivision",NULL,"C&RPANELMON",NULL,NULL
611,"string","drop_down","depot",NULL,"C&RPANELMON",NULL,NULL
612,"string","drop_down","assetType",NULL,"C&RPANELMON",NULL,NULL
613,"string","drop_down","scheduleType",NULL,"C&RPANELMON",NULL,NULL
614,"string","drop_down","assetId",NULL,"C&RPANELMON",NULL,NULL
615,"timestamp with time zone","drop_down","scheduleDate",NULL,"C&RPANELMON",NULL,NULL
616,"string","drop_down","zone",NULL,"C&RPANELHY",NULL,NULL
617,"string","drop_down","division",NULL,"C&RPANELHY",NULL,NULL
618,"string","drop_down","subDivision",NULL,"C&RPANELHY",NULL,NULL
619,"string","drop_down","depot",NULL,"C&RPANELHY",NULL,NULL
620,"string","drop_down","assetType",NULL,"C&RPANELHY",NULL,NULL
621,"string","drop_down","scheduleType",NULL,"C&RPANELHY",NULL,NULL
622,"string","drop_down","assetId",NULL,"C&RPANELHY",NULL,NULL
623,"timestamp with time zone","drop_down","scheduleDate",NULL,"C&RPANELHY",NULL,NULL
624,"string","drop_down","zone",NULL,"C&RPANELAOH",NULL,NULL
625,"string","drop_down","division",NULL,"C&RPANELAOH",NULL,NULL
626,"string","drop_down","subDivision",NULL,"C&RPANELAOH",NULL,NULL
627,"string","drop_down","depot",NULL,"C&RPANELAOH",NULL,NULL
628,"string","drop_down","assetType",NULL,"C&RPANELAOH",NULL,NULL
629,"string","drop_down","scheduleType",NULL,"C&RPANELAOH",NULL,NULL
630,"string","drop_down","assetId",NULL,"C&RPANELAOH",NULL,NULL
631,"timestamp with time zone","drop_down","scheduleDate",NULL,"C&RPANELAOH",NULL,NULL
632,"string","drop_down","zone",NULL,"120AHBATTERYSETMON",NULL,NULL
633,"string","drop_down","division",NULL,"120AHBATTERYSETMON",NULL,NULL
634,"string","drop_down","subDivision",NULL,"120AHBATTERYSETMON",NULL,NULL
635,"string","drop_down","depot",NULL,"120AHBATTERYSETMON",NULL,NULL
636,"string","drop_down","assetType",NULL,"120AHBATTERYSETMON",NULL,NULL
637,"string","drop_down","scheduleType",NULL,"120AHBATTERYSETMON",NULL,NULL
638,"string","drop_down","assetId",NULL,"120AHBATTERYSETMON",NULL,NULL
639,"timestamp with time zone","drop_down","scheduleDate",NULL,"120AHBATTERYSETMON",NULL,NULL
640,"string","drop_down","zone",NULL,"200AHBATTERYSETMON",NULL,NULL
641,"string","drop_down","division",NULL,"200AHBATTERYSETMON",NULL,NULL
642,"string","drop_down","subDivision",NULL,"200AHBATTERYSETMON",NULL,NULL
643,"string","drop_down","depot",NULL,"200AHBATTERYSETMON",NULL,NULL
644,"string","drop_down","assetType",NULL,"200AHBATTERYSETMON",NULL,NULL
645,"string","drop_down","scheduleType",NULL,"200AHBATTERYSETMON",NULL,NULL
646,"string","drop_down","assetId",NULL,"200AHBATTERYSETMON",NULL,NULL
647,"timestamp with time zone","drop_down","scheduleDate",NULL,"200AHBATTERYSETMON",NULL,NULL
648,"string","drop_down","zone",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
649,"string","drop_down","division",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
650,"string","drop_down","subDivision",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
651,"string","drop_down","depot",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
652,"string","drop_down","assetType",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
653,"string","drop_down","assetId",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
654,"string","drop_down","scheduleType",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
655,"timestamp with time zone","drop_down","scheduleDate",NULL,"RTUBIMONTHLYASHIDA",NULL,NULL
656,"string","drop_down","zone",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
657,"string","drop_down","division",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
658,"string","drop_down","subDivision",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
659,"string","drop_down","depot",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
660,"string","drop_down","assetType",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
661,"string","drop_down","assetId",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
662,"string","drop_down","scheduleType",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
663,"timestamp with time zone","drop_down","scheduleDate",NULL,"RTUBIMONTHLYCMC0990",NULL,NULL
664,"string","drop_down","zone",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
665,"string","drop_down","division",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
666,"string","drop_down","subDivision",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
667,"string","drop_down","depot",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
668,"string","drop_down","assetType",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
669,"string","drop_down","assetId",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
670,"string","drop_down","scheduleType",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
671,"timestamp with time zone","drop_down","scheduleDate",NULL,"RTUBIMONTHLYMERIT990",NULL,NULL
672,"string","drop_down","zone",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
673,"string","drop_down","division",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
674,"string","drop_down","subDivision",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
675,"string","drop_down","depot",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
676,"string","drop_down","assetType",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
677,"string","drop_down","assetId",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
678,"string","drop_down","scheduleType",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
679,"timestamp with time zone","drop_down","scheduleDate",NULL,"RTUBIMONTHLYSYNERGY",NULL,NULL
680,"string","drop_down","zone",NULL,"132KVCBQTRBHELSF6",NULL,NULL
681,"string","drop_down","division",NULL,"132KVCBQTRBHELSF6",NULL,NULL
682,"string","drop_down","subDivision",NULL,"132KVCBQTRBHELSF6",NULL,NULL
683,"string","drop_down","depot",NULL,"132KVCBQTRBHELSF6",NULL,NULL
684,"string","drop_down","assetType",NULL,"132KVCBQTRBHELSF6",NULL,NULL
685,"string","drop_down","scheduleType",NULL,"132KVCBQTRBHELSF6",NULL,NULL
686,"string","drop_down","assetId",NULL,"132KVCBQTRBHELSF6",NULL,NULL
687,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVCBQTRBHELSF6",NULL,NULL
688,"string","drop_down","make",NULL,"132KVCBQTRBHELSF6",NULL,NULL
689,"string","drop_down","model",NULL,"132KVCBQTRBHELSF7",NULL,NULL
690,"string","drop_down","zone",NULL,"132KVCBHYBHELSF6",NULL,NULL
691,"string","drop_down","division",NULL,"132KVCBHYBHELSF6",NULL,NULL
692,"string","drop_down","subDivision",NULL,"132KVCBHYBHELSF6",NULL,NULL
693,"string","drop_down","depot",NULL,"132KVCBHYBHELSF6",NULL,NULL
694,"string","drop_down","assetType",NULL,"132KVCBHYBHELSF6",NULL,NULL
695,"string","drop_down","scheduleType",NULL,"132KVCBHYBHELSF6",NULL,NULL
696,"string","drop_down","assetId",NULL,"132KVCBHYBHELSF6",NULL,NULL
697,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVCBHYBHELSF6",NULL,NULL
698,"string","drop_down","make",NULL,"132KVCBHYBHELSF6",NULL,NULL
699,"string","drop_down","model",NULL,"132KVCBHYBHELSF6",NULL,NULL
700,"string","drop_down","zone",NULL,"132KVCBAOHBHELSF6",NULL,NULL
701,"string","drop_down","division",NULL,"132KVCBAOHBHELSF6",NULL,NULL
702,"string","drop_down","subDivision",NULL,"132KVCBAOHBHELSF6",NULL,NULL
703,"string","drop_down","depot",NULL,"132KVCBAOHBHELSF6",NULL,NULL
704,"string","drop_down","assetType",NULL,"132KVCBAOHBHELSF6",NULL,NULL
705,"string","drop_down","scheduleType",NULL,"132KVCBAOHBHELSF6",NULL,NULL
706,"string","drop_down","assetId",NULL,"132KVCBAOHBHELSF6",NULL,NULL
707,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVCBAOHBHELSF6",NULL,NULL
708,"string","drop_down","make",NULL,"132KVCBAOHBHELSF6",NULL,NULL
709,"string","drop_down","model",NULL,"132KVCBAOHBHELSF6",NULL,NULL
710,"string","drop_down","zone",NULL,"132KVCBQTRCGLSF6",NULL,NULL
711,"string","drop_down","division",NULL,"132KVCBQTRCGLSF6",NULL,NULL
712,"string","drop_down","subDivision",NULL,"132KVCBQTRCGLSF6",NULL,NULL
713,"string","drop_down","depot",NULL,"132KVCBQTRCGLSF6",NULL,NULL
714,"string","drop_down","assetType",NULL,"132KVCBQTRCGLSF6",NULL,NULL
715,"string","drop_down","scheduleType",NULL,"132KVCBQTRCGLSF6",NULL,NULL
716,"string","drop_down","assetId",NULL,"132KVCBQTRCGLSF6",NULL,NULL
717,"timestamp with time zone","date_wizard","scheduleDate",NULL,"132KVCBQTRCGLSF6",NULL,NULL
718,"string","drop_down","make",NULL,"132KVCBQTRCGLSF6",NULL,NULL
719,"string","drop_down","model",NULL,"132KVCBQTRCGLSF6",NULL,NULL
720,"string","drop_down","zone",NULL,"132KVCBHYCGLSF6",NULL,NULL
721,"string","drop_down","division",NULL,"132KVCBHYCGLSF6",NULL,NULL
722,"string","drop_down","subDivision",NULL,"132KVCBHYCGLSF6",NULL,NULL
723,"string","drop_down","depot",NULL,"132KVCBHYCGLSF6",NULL,NULL
724,"string","drop_down","assetType",NULL,"132KVCBHYCGLSF6",NULL,NULL
725,"string","drop_down","assetId",NULL,"132KVCBHYCGLSF6",NULL,NULL
726,"string","drop_down","scheduleType",NULL,"132KVCBHYCGLSF6",NULL,NULL
727,"timestamp with time zone","drop_down","scheduleDate",NULL,"132KVCBHYCGLSF6",NULL,NULL
728,"string","drop_down","zone",NULL,"132KVCBAOHCGLSF6",NULL,NULL
729,"string","drop_down","division",NULL,"132KVCBAOHCGLSF6",NULL,NULL
730,"string","drop_down","subDivision",NULL,"132KVCBAOHCGLSF6",NULL,NULL
731,"string","drop_down","depot",NULL,"132KVCBAOHCGLSF6",NULL,NULL
732,"string","drop_down","assetType",NULL,"132KVCBAOHCGLSF6",NULL,NULL
733,"string","drop_down","scheduleType",NULL,"132KVCBAOHCGLSF6",NULL,NULL
734,"string","drop_down","assetId",NULL,"132KVCBAOHCGLSF6",NULL,NULL
