"id","data_type","data_wizard","parameter_name","prompt_label","report_id","services","short_name"
1284,"string","drop_down","subDivision",NULL,"ElementarSectiReport",NULL,NULL
1285,"string","drop_down","depot",NULL,"ElementarSectiReport",NULL,NULL
1286,"string","drop_down","elementarySectionCode",NULL,"ElementarSectiReport",NULL,NULL
1287,"string","drop_down","zone",NULL,"OheAssetMasterReport",NULL,NULL
1288,"string","drop_down","division",NULL,"OheAssetMasterReport",NULL,NULL
1289,"string","drop_down","subDivision",NULL,"OheAssetMasterReport",NULL,NULL
1290,"string","drop_down","depot",NULL,"OheAssetMasterReport",NULL,NULL
1291,"string","drop_down","elementarySectionCode",NULL,"OheAssetMasterReport",NULL,NULL
1292,"string","drop_down","zone",NULL,"OheLocationReport",NULL,NULL
1293,"string","drop_down","division",NULL,"OheLocationReport",NULL,NULL
1294,"string","drop_down","subDivision",NULL,"OheLocationReport",NULL,NULL
1295,"string","drop_down","section",NULL,"OheLocationReport",NULL,NULL
1296,"string","free_text","fromkm",NULL,"OheLocationReport",NULL,NULL
1297,"string","free_text","tokm",NULL,"OheLocationReport",NULL,NULL
1298,"string","drop_down","zone",NULL,"AssetSchActAssReport",NULL,NULL
1299,"string","drop_down","division",NULL,"AssetSchActAssReport",NULL,NULL
1300,"string","drop_down","subDivision",NULL,"AssetSchActAssReport",NULL,NULL
1301,"string","drop_down","assetType",NULL,"AssetSchActAssReport",NULL,NULL
1302,"string","drop_down","scheduleType",NULL,"AssetSchActAssReport",NULL,NULL
1303,"string","drop_down","zone",NULL,"T_WAGONAOH_AOH_POH",NULL,NULL
1304,"string","drop_down","division",NULL,"T_WAGONAOH_AOH_POH",NULL,NULL
1305,"string","drop_down","subDivision",NULL,"T_WAGONAOH_AOH_POH",NULL,NULL
1306,"timestamp with time zone","date_wizard","fromDate",NULL,"T_WAGONAOH_AOH_POH",NULL,NULL
1307,"string","drop_down","zone",NULL,"Check_CB_TRIP",NULL,NULL
1308,"string","drop_down","division",NULL,"Check_CB_TRIP",NULL,NULL
1309,"string","drop_down","subDivision",NULL,"Check_CB_TRIP",NULL,NULL
1310,"timestamp with time zone","date_wizard","failureFromDate",NULL,"Check_CB_TRIP",NULL,NULL
1311,"timestamp with time zone","date_wizard","failureToDate",NULL,"Check_CB_TRIP",NULL,NULL
1312,"string","drop_down","zone",NULL,"CB_Tripping position",NULL,NULL
1313,"string","drop_down","division",NULL,"CB_Tripping position",NULL,NULL
1314,"string","drop_down","subDivision",NULL,"CB_Tripping position",NULL,NULL
1315,"timestamp with time zone","date_wizard","failureFromDate",NULL,"CB_Tripping position",NULL,NULL
1316,"timestamp with time zone","date_wizard","failureToDate",NULL,"CB_Tripping position",NULL,NULL
1317,"string","drop_down","zone",NULL,"powerSupplyFailure",NULL,NULL
1318,"string","drop_down","division",NULL,"powerSupplyFailure",NULL,NULL
1319,"string","drop_down","subDivision",NULL,"powerSupplyFailure",NULL,NULL
1320,"timestamp with time zone","date_wizard","failureFromDate",NULL,"powerSupplyFailure",NULL,NULL
1321,"timestamp with time zone","date_wizard","failureToDate",NULL,"powerSupplyFailure",NULL,NULL
1322,"string","drop_down","zone",NULL,"Energy Jun",NULL,NULL
1323,"string","drop_down","division",NULL,"Energy Jun",NULL,NULL
1324,"string","drop_down","subDivision",NULL,"Energy Jun",NULL,NULL
1325,"timestamp with time zone","date_wizard","date",NULL,"Energy Jun",NULL,NULL
1326,"string","drop_down","zone",NULL,"CBTrippings Report",NULL,NULL
1327,"string","drop_down","division",NULL,"CBTrippings Report",NULL,NULL
1328,"string","drop_down","subDivision",NULL,"CBTrippings Report",NULL,NULL
1329,"timestamp with time zone","date_wizard","fromDate",NULL,"CBTrippings Report",NULL,NULL
1330,"string","drop_down","zone",NULL,"T_WAGONAOH_AOH_POH with dues",NULL,NULL
1331,"string","drop_down","division",NULL,"T_WAGONAOH_AOH_POH with dues",NULL,NULL
1332,"string","drop_down","subDivision",NULL,"T_WAGONAOH_AOH_POH with dues",NULL,NULL
1333,"timestamp with time zone","date_wizard","fromDate",NULL,"T_WAGONAOH_AOH_POH with dues",NULL,NULL
1334,"string","drop_down","zone",NULL,"FailuresReport",NULL,NULL
1335,"string","drop_down","division",NULL,"FailuresReport",NULL,NULL
1336,"string","drop_down","subDivision",NULL,"FailuresReport",NULL,NULL
1337,"timestamp with time zone","date_wizard","failureFromDate",NULL,"FailuresReport",NULL,NULL
1338,"timestamp with time zone","date_wizard","failureToDate",NULL,"FailuresReport",NULL,NULL
1339,"string","drop_down","zone",NULL,"DailyProgress TopPage",NULL,NULL
1340,"string","drop_down","division",NULL,"DailyProgress TopPage",NULL,NULL
1341,"string","date_wizard","subDivision",NULL,"DailyProgress TopPage",NULL,NULL
1342,"timestamp with time zone","date_wizard","fromDate",NULL,"DailyProgress TopPage",NULL,NULL
1343,"string","drop_down","zone",NULL,"DailyProgressCumulativeOfLastYear",NULL,NULL
1344,"string","drop_down","division",NULL,"DailyProgressCumulativeOfLastYear",NULL,NULL
1345,"string","drop_down","subDivision",NULL,"DailyProgressCumulativeOfLastYear",NULL,NULL
1346,"timestamp with time zone","date_wizard","failureFromDate",NULL,"DailyProgressCumulativeOfLastYear",NULL,NULL
1347,"timestamp with time zone","date_wizard","failureToDate",NULL,"DailyProgressCumulativeOfLastYear",NULL,NULL
1348,"string","drop_down","zone",NULL,"DailyProgressCumulativeOfCurrentYear",NULL,NULL
1349,"string","drop_down","division",NULL,"DailyProgressCumulativeOfCurrentYear",NULL,NULL
1350,"string","drop_down","subDivision",NULL,"DailyProgressCumulativeOfCurrentYear",NULL,NULL
1351,"timestamp with time zone","date_wizard","failureFromDate",NULL,"DailyProgressCumulativeOfCurrentYear",NULL,NULL
1352,"timestamp with time zone","date_wizard","failureToDate",NULL,"DailyProgressCumulativeOfCurrentYear",NULL,NULL
1353,"string","drop_down","zone",NULL,"DailyProgressCumulativeOfTotalYear",NULL,NULL
1354,"string","drop_down","division",NULL,"DailyProgressCumulativeOfTotalYear",NULL,NULL
1355,"string","drop_down","subDivision",NULL,"DailyProgressCumulativeOfTotalYear",NULL,NULL
1356,"timestamp with time zone","date_wizard","failureFromDate",NULL,"DailyProgressCumulativeOfTotalYear",NULL,NULL
1357,"timestamp with time zone","date_wizard","failureToDate",NULL,"DailyProgressCumulativeOfTotalYear",NULL,NULL
1358,"string","drop_down","zone",NULL,"towercarSubreport",NULL,NULL
1359,"string","drop_down","division",NULL,"towercarSubreport",NULL,NULL
1360,"string","drop_down","subDivision",NULL,"towercarSubreport",NULL,NULL
1361,"timestamp with time zone","date_wizard","fromDate",NULL,"towercarSubreport",NULL,NULL
2,"string","drop_down","division",NULL,"Asset Status Report",NULL,NULL
3,"string","drop_down","subDivision",NULL,"Asset Status Report",NULL,NULL
4,"string","drop_down","depot",NULL,"Asset Status Report",NULL,NULL
5,"string","drop_down","assetType",NULL,"Asset Status Report",NULL,NULL
6,"string","drop_down","zone",NULL,"CB Trippings Report",NULL,NULL
7,"string","drop_down","division",NULL,"CB Trippings Report",NULL,NULL
8,"string","drop_down","subDivision",NULL,"CB Trippings Report",NULL,NULL
9,"string","drop_down","depot",NULL,"CB Trippings Report",NULL,NULL
10,"timestamp with time zone","date_wizard","failureFromDate",NULL,"CB Trippings Report",NULL,NULL
11,"timestamp with time zone","date_wizard","failureToDate",NULL,"CB Trippings Report",NULL,NULL
1007,"string","drop_down","model",NULL,"25KVCBQTRCGLSF6",NULL,NULL
1097,"string","drop_down","scheduleType",NULL,"25KVBMAOHBHELVACUM",NULL,NULL
1362,"string","drop_down","zone",NULL,"towercarpositionbreakdown_subreport",NULL,NULL
1363,"string","drop_down","division",NULL,"towercarpositionbreakdown_subreport",NULL,NULL
1364,"string","drop_down","subDivision",NULL,"towercarpositionbreakdown_subreport",NULL,NULL
1365,"timestamp with time zone","date_wizard","fromDate",NULL,"towercarpositionbreakdown_subreport",NULL,NULL
1366,"string","drop_down","zone",NULL,"Powerfailure_subreport",NULL,NULL
1367,"string","drop_down","division",NULL,"Powerfailure_subreport",NULL,NULL
1368,"string","drop_down","subDivision",NULL,"Powerfailure_subreport",NULL,NULL
1369,"timestamp with time zone","date_wizard","failureFromDate",NULL,"Powerfailure_subreport",NULL,NULL
1370,"timestamp with time zone","date_wizard","failureToDate",NULL,"Powerfailure_subreport",NULL,NULL
1371,"string","drop_down","zone",NULL,"unUsualOcuurense_SubReport",NULL,NULL
1372,"string","drop_down","division",NULL,"unUsualOcuurense_SubReport",NULL,NULL
1373,"string","drop_down","subDivision",NULL,"unUsualOcuurense_SubReport",NULL,NULL
1374,"timestamp with time zone","date_wizard","failureFromDate",NULL,"unUsualOcuurense_SubReport",NULL,NULL
79,"string","drop_down","depot",NULL,"Gantry Report",NULL,NULL
1375,"string","drop_down","zone",NULL,"MaterialQtyreceivedandConsumedingivenperiodbyDepot",NULL,NULL
1376,"string","drop_down","division",NULL,"MaterialQtyreceivedandConsumedingivenperiodbyDepot",NULL,NULL
1377,"string","drop_down","subDivision",NULL,"MaterialQtyreceivedandConsumedingivenperiodbyDepot",NULL,NULL
1378,"string","drop_down","productId",NULL,"MaterialQtyreceivedandConsumedingivenperiodbyDepot",NULL,NULL
1379,"string","drop_down","depot",NULL,"MaterialQtyreceivedandConsumedingivenperiodbyDepot",NULL,NULL
1380,"string","drop_down","zone",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_SubDiv",NULL,NULL
1381,"string","drop_down","division",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_SubDiv",NULL,NULL
1382,"string","drop_down","subDivision",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_SubDiv",NULL,NULL
1383,"string","drop_down","productId",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_SubDiv",NULL,NULL
1384,"string","drop_down","zone",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_Div",NULL,NULL
1385,"string","drop_down","division",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_Div",NULL,NULL
1386,"string","drop_down","subDivision",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_Div",NULL,NULL
1387,"string","drop_down","productId",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_Div",NULL,NULL
1388,"string","drop_down","depot",NULL,"MaterialQtyreceivedandConsumedingivenperiodby_Div",NULL,NULL
